"cowcode","location","asciiname","longitude","latitude","event_date","side","numreports","max_scope","max_partviolence","max_secengagement","mean_avg_numparticipants","any_accessible","blocked","ooni_ratio","ooni","ioda_number","ioda","physical","year","imf_democ_exp","imf_autoc_exp","imf_democ_imp","imf_autoc_imp","imf_democ_trade","imf_autoc_trade","All_NGO","Global_NGO","National_ngo","gdp","tourism","military","oil","oda","remittances","filter_cap","shut_cap"
"TD",245785,"Abeche",20.8324,13.82916,2019-08-15,1,1,0,NA,1,NA,NA,NA,NA,NA,0,0,0,2019,3887636.525,24008777.902439,7149605.97959184,16347900.6388889,-3542276.94545455,8246572.3125,2,2,2,11314951091.7283,NA,2.13540448781191,15.5707595430138,5.76178151050839,0,2,4
"TD",2427123,"N'Djamena",15.0444,12.10672,2016-08-07,1,2,0,NA,3,NA,NA,NA,NA,NA,0,0,1,2016,8259540.87804878,8371435.35483871,6952122.31372549,8429507.86666667,-274432.103448276,161689.268292683,1,1,0,10097778098.1707,NA,3.03647373488254,6.59687876223435,6.30023295026913,0,2,4
"TD",2427123,"N'Djamena",15.0444,12.10672,2016-11-17,1,2,0,NA,2,NA,NA,NA,NA,NA,0,0,1,2016,8259540.87804878,8371435.35483871,6952122.31372549,8429507.86666667,-274432.103448276,161689.268292683,1,1,0,10097778098.1707,NA,3.03647373488254,6.59687876223435,6.30023295026913,0,2,4
"TD",2427123,"N'Djamena",15.0444,12.10672,2018-01-29,1,2,0,1,2,NA,NA,NA,NA,NA,0,0,1,2018,NA,NA,NA,NA,8822521.27868852,-3014131.95555556,2,2,0,11239167898.3395,NA,2.29501121325841,16.6121673665612,7.90337267982096,0,2,4
"CG",2260535,"Brazzaville",15.28318,-4.26613,2016-11-03,1,2,0,NA,NA,350,NA,NA,NA,NA,0,0,NA,2016,17515211.7241379,34491235,34443872.8507463,15865351.8627451,-17224762.68,13267368.3928571,0,0,1,10931328149.6857,42900001.5258789,4.94273981879824,12.8004971968497,0.825006581422029,0.070531393473402,3,4
"CG",2260535,"Brazzaville",15.28318,-4.26613,2016-11-04,1,1,0,NA,NA,400,NA,NA,NA,NA,0,0,NA,2016,17515211.7241379,34491235,34443872.8507463,15865351.8627451,-17224762.68,13267368.3928571,0,0,1,10931328149.6857,42900001.5258789,4.94273981879824,12.8004971968497,0.825006581422029,0.070531393473402,3,4
"CD",203259,"Zengu",30.21577,1.97018,2016-07-08,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2016,36599079.22,115712199.90625,45015456.4259259,83771591.4516129,-10184418.4067797,30718640.6111111,13,9,29,37134801555.3322,4300000,1.06610820875977,0.306678110044986,5.78412102716862,1.59817812382953,2,4
"CD",204953,"Tshikapa",20.79995,-6.41621,2018-12-18,1,1,0,2,3,200,NA,NA,NA,NA,0,0,1,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",206047,"Rutshuru",29.44669,-1.18666,2017-07-14,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",207349,"Ndosho",29.18333,-1.63333,2017-12-30,1,1,0,NA,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",207926,"Musienene",28.86673,-0.67195,2017-12-25,1,1,0,1,NA,NA,NA,NA,NA,NA,0,0,NA,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",209228,"Mbuji-Mayi",23.58979,-6.13603,2017-04-10,1,1,0,1,2,NA,NA,NA,NA,NA,1,1,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",209228,"Mbuji-Mayi",23.58979,-6.13603,2018-12-13,1,1,0,NA,3,NA,NA,NA,NA,NA,1,1,1,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",209410,"Matete",28.95,-0.23333,2017-12-31,1,1,0,NA,3,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",210064,"Mahagi",30.99181,2.29993,2017-05-01,1,1,0,1,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",210778,"Lukalaba",23.6483,-6.48421,2017-12-27,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",212730,"Kisangani",25.19099,0.51528,2017-10-30,1,1,0,1,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",212730,"Kisangani",25.19099,0.51528,2018-02-25,1,3,0,NA,3,200,NA,NA,NA,NA,0,0,1,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",212730,"Kisangani",25.19099,0.51528,2018-11-21,1,1,0,1,2,NA,NA,NA,NA,NA,0,0,1,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",212902,"Kindu",25.92237,-2.94373,2017-11-30,1,1,0,1,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",212902,"Kindu",25.92237,-2.94373,2017-12-19,1,2,0,NA,2,25,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",214478,"Kananga",23.90171,-9.09207,2017-12-29,1,1,0,NA,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",214481,"Kananga",22.41659,-5.89624,2017-11-30,1,1,0,NA,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",214481,"Kananga",22.41659,-5.89624,2017-12-29,1,1,0,NA,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",214481,"Kananga",22.41659,-5.89624,2017-12-31,1,3,0,0,3,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",214710,"Kamanyola",29.00132,-2.77788,2017-09-15,1,4,0,3,3,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",214974,"Kalemie",29.19471,-5.94749,2017-11-30,1,1,0,1,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",214974,"Kalemie",29.19471,-5.94749,2018-12-12,1,2,0,NA,3,NA,NA,NA,NA,NA,0,0,1,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",215711,"Ituri",29.96667,1.85,2017-04-10,1,1,0,NA,1,NA,NA,NA,NA,NA,1,1,0,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",216281,"Goma",29.22845,-1.67409,2016-10-19,1,1,0,NA,NA,200,NA,NA,NA,NA,0,0,NA,2016,36599079.22,115712199.90625,45015456.4259259,83771591.4516129,-10184418.4067797,30718640.6111111,13,9,29,37134801555.3322,4300000,1.06610820875977,0.306678110044986,5.78412102716862,1.59817812382953,2,4
"CD",216281,"Goma",29.22845,-1.67409,2016-11-19,1,1,0,1,2,NA,NA,NA,NA,NA,0,0,1,2016,36599079.22,115712199.90625,45015456.4259259,83771591.4516129,-10184418.4067797,30718640.6111111,13,9,29,37134801555.3322,4300000,1.06610820875977,0.306678110044986,5.78412102716862,1.59817812382953,2,4
"CD",216281,"Goma",29.22845,-1.67409,2016-12-19,1,2,0,1,2,NA,NA,NA,NA,NA,0,0,1,2016,36599079.22,115712199.90625,45015456.4259259,83771591.4516129,-10184418.4067797,30718640.6111111,13,9,29,37134801555.3322,4300000,1.06610820875977,0.306678110044986,5.78412102716862,1.59817812382953,2,4
"CD",216281,"Goma",29.22845,-1.67409,2016-12-21,1,3,0,0,2,NA,NA,NA,NA,NA,0,0,1,2016,36599079.22,115712199.90625,45015456.4259259,83771591.4516129,-10184418.4067797,30718640.6111111,13,9,29,37134801555.3322,4300000,1.06610820875977,0.306678110044986,5.78412102716862,1.59817812382953,2,4
"CD",216281,"Goma",29.22845,-1.67409,2017-04-10,1,1,0,1,2,NA,NA,NA,NA,NA,1,1,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",216281,"Goma",29.22845,-1.67409,2017-07-13,1,1,1,0,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",216281,"Goma",29.22845,-1.67409,2017-07-31,1,3,0,1,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",216281,"Goma",29.22845,-1.67409,2017-08-07,1,1,0,1,NA,25,NA,NA,NA,NA,0,0,NA,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",216281,"Goma",29.22845,-1.67409,2017-09-30,1,1,0,NA,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",216281,"Goma",29.22845,-1.67409,2017-10-13,1,1,1,0,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",216281,"Goma",29.22845,-1.67409,2017-10-30,1,6,0,3,3,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",216281,"Goma",29.22845,-1.67409,2017-11-15,1,1,0,NA,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",216281,"Goma",29.22845,-1.67409,2017-11-28,1,1,0,NA,2,NA,2,0,0,0,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",216281,"Goma",29.22845,-1.67409,2017-11-30,1,2,0,2,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",216281,"Goma",29.22845,-1.67409,2018-01-21,1,2,0,0,3,2000,NA,NA,NA,NA,0,0,1,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",216281,"Goma",29.22845,-1.67409,2018-03-27,1,1,0,NA,2,NA,NA,NA,NA,NA,0,0,1,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",216281,"Goma",29.22845,-1.67409,2018-04-18,1,1,1,NA,1,NA,NA,NA,NA,NA,0,0,0,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",216281,"Goma",29.22845,-1.67409,2018-09-03,1,2,0,NA,2,NA,NA,NA,NA,NA,0,0,1,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",216281,"Goma",29.22845,-1.67409,2018-10-24,1,1,1,NA,3,NA,NA,NA,NA,NA,0,0,1,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",216281,"Goma",29.22845,-1.67409,2018-10-26,1,2,0,0,1,NA,NA,NA,NA,NA,0,0,0,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",216281,"Goma",29.22845,-1.67409,2018-12-27,1,2,0,1,2,NA,NA,NA,NA,NA,0,0,1,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",216281,"Goma",29.22845,-1.67409,2019-02-27,1,1,0,NA,2,NA,NA,NA,NA,NA,0,0,1,2019,86410725.0612245,239511499.4,65178573.0434783,101788959.762712,-3706986.08450704,40294133.1016949,19,12,40,51775829877.2088,NA,0.700795464424695,0.629309383334329,5.73754327948439,4.01020694936537,2,3
"CD",217562,"Butembo",29.29117,0.14164,2016-08-17,1,1,1,3,3,200,NA,NA,NA,NA,0,0,1,2016,36599079.22,115712199.90625,45015456.4259259,83771591.4516129,-10184418.4067797,30718640.6111111,13,9,29,37134801555.3322,4300000,1.06610820875977,0.306678110044986,5.78412102716862,1.59817812382953,2,4
"CD",217562,"Butembo",29.29117,0.14164,2016-08-24,1,1,0,3,2,NA,NA,NA,NA,NA,0,0,1,2016,36599079.22,115712199.90625,45015456.4259259,83771591.4516129,-10184418.4067797,30718640.6111111,13,9,29,37134801555.3322,4300000,1.06610820875977,0.306678110044986,5.78412102716862,1.59817812382953,2,4
"CD",217562,"Butembo",29.29117,0.14164,2017-07-25,1,1,0,NA,NA,200,NA,NA,NA,NA,0,0,NA,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",217562,"Butembo",29.29117,0.14164,2017-07-31,1,1,0,NA,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",217562,"Butembo",29.29117,0.14164,2017-11-28,1,1,0,NA,2,NA,2,0,0,0,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",217562,"Butembo",29.29117,0.14164,2017-11-30,1,1,0,1,NA,NA,NA,NA,NA,NA,0,0,NA,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",217695,"Bunia",30.25224,1.55941,2016-11-19,1,1,0,NA,2,NA,NA,NA,NA,NA,0,0,1,2016,36599079.22,115712199.90625,45015456.4259259,83771591.4516129,-10184418.4067797,30718640.6111111,13,9,29,37134801555.3322,4300000,1.06610820875977,0.306678110044986,5.78412102716862,1.59817812382953,2,4
"CD",217695,"Bunia",30.25224,1.55941,2018-10-26,1,1,0,NA,1,NA,NA,NA,NA,NA,0,0,0,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",217831,"Bukavu",28.84281,-2.49077,2016-07-23,1,1,0,0,NA,2000,NA,NA,NA,NA,0,0,NA,2016,36599079.22,115712199.90625,45015456.4259259,83771591.4516129,-10184418.4067797,30718640.6111111,13,9,29,37134801555.3322,4300000,1.06610820875977,0.306678110044986,5.78412102716862,1.59817812382953,2,4
"CD",217831,"Bukavu",28.84281,-2.49077,2017-04-10,1,1,0,NA,2,NA,NA,NA,NA,NA,1,1,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",217831,"Bukavu",28.84281,-2.49077,2017-07-31,1,2,0,NA,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",217831,"Bukavu",28.84281,-2.49077,2017-09-25,1,2,2,2,3,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",217831,"Bukavu",28.84281,-2.49077,2018-09-03,1,1,0,NA,2,NA,NA,NA,NA,NA,0,0,1,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",217831,"Bukavu",28.84281,-2.49077,2018-10-26,1,2,0,0,1,NA,NA,NA,NA,NA,0,0,0,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",219057,"Beni",29.47306,0.49113,2016-08-14,1,4,1,1,1,100,NA,NA,NA,NA,0,0,0,2016,36599079.22,115712199.90625,45015456.4259259,83771591.4516129,-10184418.4067797,30718640.6111111,13,9,29,37134801555.3322,4300000,1.06610820875977,0.306678110044986,5.78412102716862,1.59817812382953,2,4
"CD",219057,"Beni",29.47306,0.49113,2016-08-16,1,2,0,NA,NA,200,NA,NA,NA,NA,0,0,NA,2016,36599079.22,115712199.90625,45015456.4259259,83771591.4516129,-10184418.4067797,30718640.6111111,13,9,29,37134801555.3322,4300000,1.06610820875977,0.306678110044986,5.78412102716862,1.59817812382953,2,4
"CD",219057,"Beni",29.47306,0.49113,2016-08-17,1,5,0,3,3,200,NA,NA,NA,NA,0,0,1,2016,36599079.22,115712199.90625,45015456.4259259,83771591.4516129,-10184418.4067797,30718640.6111111,13,9,29,37134801555.3322,4300000,1.06610820875977,0.306678110044986,5.78412102716862,1.59817812382953,2,4
"CD",219057,"Beni",29.47306,0.49113,2016-08-20,1,2,1,NA,NA,200,NA,NA,NA,NA,0,0,NA,2016,36599079.22,115712199.90625,45015456.4259259,83771591.4516129,-10184418.4067797,30718640.6111111,13,9,29,37134801555.3322,4300000,1.06610820875977,0.306678110044986,5.78412102716862,1.59817812382953,2,4
"CD",219057,"Beni",29.47306,0.49113,2016-10-19,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2016,36599079.22,115712199.90625,45015456.4259259,83771591.4516129,-10184418.4067797,30718640.6111111,13,9,29,37134801555.3322,4300000,1.06610820875977,0.306678110044986,5.78412102716862,1.59817812382953,2,4
"CD",219057,"Beni",29.47306,0.49113,2017-10-31,1,2,0,NA,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",219057,"Beni",29.47306,0.49113,2017-11-30,1,1,0,NA,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
"CD",219057,"Beni",29.47306,0.49113,2018-01-21,1,1,0,NA,2,2000,NA,NA,NA,NA,0,0,1,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",219057,"Beni",29.47306,0.49113,2018-04-25,1,2,2,0,2,200,NA,NA,NA,NA,0,0,1,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",219057,"Beni",29.47306,0.49113,2018-04-26,1,1,2,NA,NA,100,NA,NA,NA,NA,0,0,NA,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",219057,"Beni",29.47306,0.49113,2018-08-23,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",219057,"Beni",29.47306,0.49113,2018-09-24,1,1,0,0,NA,100,NA,NA,NA,NA,0,0,NA,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",219057,"Beni",29.47306,0.49113,2018-10-10,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",219057,"Beni",29.47306,0.49113,2018-12-27,1,2,0,NA,2,200,NA,NA,NA,NA,0,0,1,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",219057,"Beni",29.47306,0.49113,2019-11-22,1,1,0,1,2,25,NA,NA,NA,NA,0,0,1,2019,86410725.0612245,239511499.4,65178573.0434783,101788959.762712,-3706986.08450704,40294133.1016949,19,12,40,51775829877.2088,NA,0.700795464424695,0.629309383334329,5.73754327948439,4.01020694936537,2,3
"CD",219057,"Beni",29.47306,0.49113,2019-11-23,1,1,2,NA,3,NA,NA,NA,NA,NA,0,0,1,2019,86410725.0612245,239511499.4,65178573.0434783,101788959.762712,-3706986.08450704,40294133.1016949,19,12,40,51775829877.2088,NA,0.700795464424695,0.629309383334329,5.73754327948439,4.01020694936537,2,3
"CD",219488,"Baraka",29.09333,-4.09926,2016-10-17,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2016,36599079.22,115712199.90625,45015456.4259259,83771591.4516129,-10184418.4067797,30718640.6111111,13,9,29,37134801555.3322,4300000,1.06610820875977,0.306678110044986,5.78412102716862,1.59817812382953,2,4
"CD",220223,"Aru",30.84138,2.86218,2018-07-14,1,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2018,84873393.3478261,255899444.605263,77304160.3472222,117558180.981481,-22156312.68,60286377.1785714,19,12,36,47568210009.8172,60500000,0.623912514687135,0.783495113502667,5.48115975331592,3.83177373162456,2,4
"CD",922262,"Ruashi",27.48046,-11.61347,2017-11-06,1,1,0,1,2,NA,NA,NA,NA,NA,0,0,1,2017,55307340.9090909,141175300,46509464.7887324,65994500,-12064569.4444444,21786183.6734694,16,11,33,38019264794.8263,6000000,0.770467135721514,0.659902410781335,6.20478836588223,2.83091985189982,2,4
